"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C)
	"Gosper County, NE"	"31073"	18.01	5.89
	"Grant County, NE"	"31075"	15.47	4.49
	"Greeley County, NE"	"31077"	16.02	4.49
	"Hall County, NE"	"31079"	16.94	5.45
	"Hamilton County, NE"	"31081"	16.82	5.70
	"Harlan County, NE"	"31083"	18.52	6.39
	"Hayes County, NE"	"31085"	18.29	5.80
	"Hitchcock County, NE"	"31087"	19.16	6.49
	"Holt County, NE"	"31089"	15.27	4.05
	"Hooker County, NE"	"31091"	15.82	4.80
	"Howard County, NE"	"31093"	16.71	4.95
	"Jefferson County, NE"	"31095"	17.54	5.93
	"Johnson County, NE"	"31097"	17.15	5.73
	"Kearney County, NE"	"31099"	17.56	6.12
	"Keith County, NE"	"31101"	17.34	5.05
	"Keya Paha County, NE"	"31103"	15.15	4.20
	"Kimball County, NE"	"31105"	16.31	4.53
	"Knox County, NE"	"31107"	15.34	3.84
	"Lancaster County, NE"	"31109"	16.90	5.11
	"Lincoln County, NE"	"31111"	17.38	5.42
	"Logan County, NE"	"31113"	16.39	4.93
	"Loup County, NE"	"31115"	15.59	4.26
	"McPherson County, NE"	"31117"	16.42	5.02
	"Madison County, NE"	"31119"	15.55	4.45
	"Merrick County, NE"	"31121"	16.62	4.95
	"Morrill County, NE"	"31123"	16.65	4.82
	"Nance County, NE"	"31125"	16.31	4.53
	"Nemaha County, NE"	"31127"	17.26	5.66
	"Nuckolls County, NE"	"31129"	17.72	6.38
	"Otoe County, NE"	"31131"	16.98	5.73
	"Pawnee County, NE"	"31133"	17.27	6.00
	"Perkins County, NE"	"31135"	17.60	5.10
	"Phelps County, NE"	"31137"	17.78	6.01
	"Pierce County, NE"	"31139"	15.19	3.79
	"Platte County, NE"	"31141"	16.07	4.60
	"Polk County, NE"	"31143"	16.34	4.93
	"Red Willow County, NE"	"31145"	19.16	6.61
	"Richardson County, NE"	"31147"	17.59	6.27
	"Rock County, NE"	"31149"	15.13	4.04
	"Saline County, NE"	"31151"	17.03	5.52
	"Sarpy County, NE"	"31153"	16.56	5.39
	"Saunders County, NE"	"31155"	16.43	4.84
	"Scotts Bluff County, NE"	"31157"	16.98	5.09
	"Seward County, NE"	"31159"	16.59	5.41
	"Sheridan County, NE"	"31161"	15.30	4.08
	"Sherman County, NE"	"31163"	16.68	5.09
	"Sioux County, NE"	"31165"	15.46	4.20
	"Stanton County, NE"	"31167"	15.51	4.28
	"Thayer County, NE"	"31169"	17.59	6.24
	"Thomas County, NE"	"31171"	15.97	4.95
	"Thurston County, NE"	"31173"	15.28	3.78
	"Valley County, NE"	"31175"	16.05	4.66
	"Washington County, NE"	"31177"	16.19	4.84
	"Wayne County, NE"	"31179"	15.15	4.02
	"Webster County, NE"	"31181"	17.94	6.28
	"Wheeler County, NE"	"31183"	15.45	4.20
	"York County, NE"	"31185"	16.69	5.41
	"Churchill County, NV"	"32001"	16.29	6.10
	"Clark County, NV"	"32003"	23.76	12.78
	"Douglas County, NV"	"32005"	14.28	3.05
	"Elko County, NV"	"32007"	12.19	2.61
	"Esmeralda County, NV"	"32009"	16.44	6.64
	"Eureka County, NV"	"32011"	13.16	3.23
	"Humboldt County, NV"	"32013"	13.47	4.15
	"Lander County, NV"	"32015"	13.63	3.75
	"Lincoln County, NV"	"32017"	18.00	7.90
	"Lyon County, NV"	"32019"	15.51	5.12
	"Mineral County, NV"	"32021"	15.06	4.99
	"Nye County, NV"	"32023"	16.00	6.22
	"Pershing County, NV"	"32027"	15.04	5.29
	"Storey County, NV"	"32029"	14.89	4.40
	"Washoe County, NV"	"32031"	13.56	3.60
	"White Pine County, NV"	"32033"	12.52	2.76
	"Carson City, NV"	"32510"	14.89	4.00
	"Belknap County, NH"	"33001"	12.06	4.19
	"Carroll County, NH"	"33003"	11.24	3.56
	"Cheshire County, NH"	"33005"	12.12	4.10
	"Coos County, NH"	"33007"	9.02	1.80
	"Grafton County, NH"	"33009"	10.14	2.59
	"Hillsborough County, NH"	"33011"	12.80	4.77
	"Merrimack County, NH"	"33013"	12.45	4.46
	"Rockingham County, NH"	"33015"	13.29	5.51
	"Strafford County, NH"	"33017"	12.78	4.94
	"Sullivan County, NH"	"33019"	11.48	3.41
	"Atlantic County, NJ"	"34001"	17.27	8.65
	"Bergen County, NJ"	"34003"	15.84	7.38
	"Burlington County, NJ"	"34005"	17.06	7.81
	"Camden County, NJ"	"34007"	17.35	7.87
	"Cape May County, NJ"	"34009"	15.60	11.17
	"Cumberland County, NJ"	"34011"	16.96	9.15
	"Essex County, NJ"	"34013"	16.03	7.64
	"Gloucester County, NJ"	"34015"	17.41	7.94
	"Hudson County, NJ"	"34017"	16.21	8.15
	"Hunterdon County, NJ"	"34019"	15.82	6.80
	"Mercer County, NJ"	"34021"	16.64	6.90
	"Middlesex County, NJ"	"34023"	16.43	7.21
	"Monmouth County, NJ"	"34025"	15.72	8.17
	"Morris County, NJ"	"34027"	15.09	6.56
	"Ocean County, NJ"	"34029"	16.55	8.36
	"Passaic County, NJ"	"34031"	14.94	6.42
	"Salem County, NJ"	"34033"	17.14	8.81
	"Somerset County, NJ"	"34035"	16.19	6.84
	"Sussex County, NJ"	"34037"	14.48	5.96
	"Union County, NJ"	"34039"	16.12	7.47
	"Warren County, NJ"	"34041"	15.16	6.76
	"Bernalillo County, NM"	"35001"	18.90	7.69
	"Catron County, NM"	"35003"	16.34	4.87
	"Chaves County, NM"	"35005"	24.03	11.17
	"Cibola County, NM"	"35006"	16.03	5.24
	"Colfax County, NM"	"35007"	15.25	3.78
	"Curry County, NM"	"35009"	22.68	9.13
	"DeBaca County, NM"	"35011"	23.34	10.09
	"Dona Ana County, NM"	"35013"	24.03	12.04
	"Eddy County, NM"	"35015"	25.27	12.46
	"Grant County, NM"	"35017"	20.45	9.05
	"Guadalupe County, NM"	"35019"	21.49	9.02
	"Harding County, NM"	"35021"	20.96	8.30
	"Hidalgo County, NM"	"35023"	23.28	11.63
	"Lea County, NM"	"35025"	24.83	11.24
	"Lincoln County, NM"	"35027"	20.05	8.69
	"Los Alamos County, NM"	"35028"	13.37	2.79
	"Luna County, NM"	"35029"	23.97	12.10
	"McKinley County, NM"	"35031"	15.75	5.26
	"Mora County, NM"	"35033"	16.20	4.73
	"Otero County, NM"	"35035"	21.77	10.39
	"Quay County, NM"	"35037"	22.70	9.44
	"Rio Arriba County, NM"	"35039"	13.29	3.00
	"Roosevelt County, NM"	"35041"	23.33	9.73
	"Sandoval County, NM"	"35043"	16.14	5.55
	"San Juan County, NM"	"35045"	16.44	6.40
	"San Miguel County, NM"	"35047"	18.99	7.08
	"Santa Fe County, NM"	"35049"	16.52	5.49
	"Sierra County, NM"	"35051"	21.23	9.92
	"Socorro County, NM"	"35053"	19.64	8.34
	"Taos County, NM"	"35055"	12.09	1.84
	"Torrance County, NM"	"35057"	18.09	6.79
	"Union County, NM"	"35059"	19.50	7.37
	"Valencia County, NM"	"35061"	20.65	9.55
	"Albany County, NY"	"36001"	12.89	4.50
	"Allegany County, NY"	"36003"	11.90	3.15
	"Bronx County, NY"	"36005"	16.23	7.92
	"Broome County, NY"	"36007"	12.59	4.08
	"Cattaraugus County, NY"	"36009"	12.00	3.75
	"Cayuga County, NY"	"36011"	12.86	5.04
	"Chautauqua County, NY"	"36013"	12.31	4.64
	"Chemung County, NY"	"36015"	12.92	4.04
	"Chenango County, NY"	"36017"	11.87	3.59
	"Clinton County, NY"	"36019"	10.59	3.32
	"Columbia County, NY"	"36021"	13.62	5.27
	"Cortland County, NY"	"36023"	11.80	3.75
	"Delaware County, NY"	"36025"	11.36	3.47
	"Dutchess County, NY"	"36027"	14.33	5.98
	"Erie County, NY"	"36029"	12.81	5.24
	"Essex County, NY"	"36031"	10.21	2.77
	"Franklin County, NY"	"36033"	9.93	2.87
	"Fulton County, NY"	"36035"	11.70	3.80
	"Genesee County, NY"	"36037"	12.86	5.35
	"Greene County, NY"	"36039"	12.24	4.01
	"Hamilton County, NY"	"36041"	9.84	2.37
	"Herkimer County, NY"	"36043"	10.89	3.14
	"Jefferson County, NY"	"36045"	11.77	5.08
	"Kings County, NY"	"36047"	16.32	8.07
	"Lewis County, NY"	"36049"	10.91	3.62
	"Livingston County, NY"	"36051"	13.04	4.70
	"Madison County, NY"	"36053"	11.76	3.90
	"Monroe County, NY"	"36055"	13.29	5.96
	"Montgomery County, NY"	"36057"	12.82	4.62
	"Nassau County, NY"	"36059"	15.33	8.48
	"New York County, NY"	"36061"	16.24	7.88
	"Niagara County, NY"	"36063"	12.58	6.41
	"Oneida County, NY"	"36065"	12.22	4.56
	"Onondaga County, NY"	"36067"	12.58	4.94
	"Ontario County, NY"	"36069"	12.96	4.60
	"Orange County, NY"	"36071"	14.64	5.99
	"Orleans County, NY"	"36073"	12.96	6.15
	"Oswego County, NY"	"36075"	12.27	5.48
	"Otsego County, NY"	"36077"	11.47	3.23
	"Putnam County, NY"	"36079"	14.37	6.12
	"Queens County, NY"	"36081"	16.37	7.99
	"Rensselaer County, NY"	"36083"	12.70	4.73
	"Richmond County, NY"	"36085"	15.85	8.22
	"Rockland County, NY"	"36087"	15.46	6.99
	"St. Lawrence County, NY"	"36089"	11.22	3.78
	"Saratoga County, NY"	"36091"	12.83	4.76
	"Schenectady County, NY"	"36093"	13.07	4.58
	"Schoharie County, NY"	"36095"	11.61	3.59
	"Schuyler County, NY"	"36097"	12.60	3.97
	"Seneca County, NY"	"36099"	13.31	5.07
	"Steuben County, NY"	"36101"	12.38	3.67
	"Suffolk County, NY"	"36103"	13.51	9.69
	"Sullivan County, NY"	"36105"	12.77	4.63
	"Tioga County, NY"	"36107"	12.92	4.12
	"Tompkins County, NY"	"36109"	12.61	4.19
	"Ulster County, NY"	"36111"	12.73	4.64
	"Warren County, NY"	"36113"	11.11	3.40
	"Washington County, NY"	"36115"	12.72	4.94
	"Wayne County, NY"	"36117"	13.12	5.72
	"Westchester County, NY"	"36119"	15.07	6.71
	"Wyoming County, NY"	"36121"	11.93	4.04
	"Yates County, NY"	"36123"	13.11	4.58
	"Alamance County, NC"	"37001"	20.90	10.22
	"Alexander County, NC"	"37003"	19.95	10.10
	"Alleghany County, NC"	"37005"	16.18	6.90
	"Anson County, NC"	"37007"	22.70	11.52
	"Ashe County, NC"	"37009"	14.92	6.31
	"Avery County, NC"	"37011"	14.28	5.74
	"Beaufort County, NC"	"37013"	22.12	11.27
	"Bertie County, NC"	"37015"	21.67	10.51
	"Bladen County, NC"	"37017"	22.83	11.61
	"Brunswick County, NC"	"37019"	22.47	14.33
	"Buncombe County, NC"	"37021"	17.14	7.96
	"Burke County, NC"	"37023"	19.56	10.06
	"Cabarrus County, NC"	"37025"	21.70	10.90
	"Caldwell County, NC"	"37027"	18.98	9.94
	"Camden County, NC"	"37029"	20.41	12.58
	"Carteret County, NC"	"37031"	21.13	15.79
	"Caswell County, NC"	"37033"	20.71	10.02
	"Catawba County, NC"	"37035"	20.72	10.48
	"Chatham County, NC"	"37037"	21.79	10.65
	"Cherokee County, NC"	"37039"	18.49	9.34
	"Chowan County, NC"	"37041"	21.70	10.70
	"Clay County, NC"	"37043"	17.64	8.85
	"Cleveland County, NC"	"37045"	21.33	11.19
	"Columbus County, NC"	"37047"	23.02	12.29
	"Craven County, NC"	"37049"	22.26	11.58
	"Cumberland County, NC"	"37051"	22.54	11.27
	"Currituck County, NC"	"37053"	19.30	14.73
	"Dare County, NC"	"37055"	19.72	16.03
	"Davidson County, NC"	"37057"	21.01	10.34
	"Davie County, NC"	"37059"	20.81	10.57
	"Duplin County, NC"	"37061"	22.51	11.69
	"Durham County, NC"	"37063"	21.42	10.42
	"Edgecombe County, NC"	"37065"	21.77	10.46
	"Forsyth County, NC"	"37067"	20.34	10.28
	"Franklin County, NC"	"37069"	21.48	10.62
	"Gaston County, NC"	"37071"	21.65	11.04
	"Gates County, NC"	"37073"	21.38	10.26
	"Graham County, NC"	"37075"	17.07	8.00
	"Granville County, NC"	"37077"	21.15	9.96
	"Greene County, NC"	"37079"	22.20	10.85
	"Guilford County, NC"	"37081"	20.65	10.21
	"Halifax County, NC"	"37083"	21.39	10.31
	"Harnett County, NC"	"37085"	22.30	11.00
	"Haywood County, NC"	"37087"	15.37	5.77
	"Henderson County, NC"	"37089"	17.83	8.69
	"Hertford County, NC"	"37091"	21.40	10.23
	"Hoke County, NC"	"37093"	22.53	11.85
	"Hyde County, NC"	"37095"	21.80	12.35
	"Iredell County, NC"	"37097"	20.71	10.54
	"Jackson County, NC"	"37099"	16.27	6.88
	"Johnston County, NC"	"37101"	22.03	11.04
	"Jones County, NC"	"37103"	22.47	11.91
	"Lee County, NC"	"37105"	22.19	11.09
	"Lenoir County, NC"	"37107"	22.32	11.14
	"Lincoln County, NC"	"37109"	21.15	10.96
	"McDowell County, NC"	"37111"	18.46	9.38
	"Macon County, NC"	"37113"	16.38	7.41
	"Madison County, NC"	"37115"	16.79	7.33
	"Martin County, NC"	"37117"	21.85	10.82
	"Mecklenburg County, NC"	"37119"	21.73	11.00
	"Mitchell County, NC"	"37121"	15.82	7.05
	"Montgomery County, NC"	"37123"	21.99	11.12
	"Moore County, NC"	"37125"	22.09	11.63
	"Nash County, NC"	"37127"	21.66	10.76
	"New Hanover County, NC"	"37129"	22.00	15.43
	"Northampton County, NC"	"37131"	21.44	10.18
	"Onslow County, NC"	"37133"	22.46	12.84
	"Orange County, NC"	"37135"	20.96	10.34
	"Pamlico County, NC"	"37137"	22.15	12.04
	"Pasquotank County, NC"	"37139"	20.83	12.03
	"Pender County, NC"	"37141"	22.63	12.52
	"Perquimans County, NC"	"37143"	21.45	11.07
	"Person County, NC"	"37145"	20.75	10.10
	"Pitt County, NC"	"37147"	22.12	11.04
	"Polk County, NC"	"37149"	20.12	10.48
	"Randolph County, NC"	"37151"	21.37	10.49
	"Richmond County, NC"	"37153"	22.54	11.48
	"Robeson County, NC"	"37155"	22.89	11.76
	"Rockingham County, NC"	"37157"	20.47	9.94
	"Rowan County, NC"	"37159"	21.13	10.52
	"Rutherford County, NC"	"37161"	20.70	10.86
	"Sampson County, NC"	"37163"	22.52	11.23
	"Scotland County, NC"	"37165"	22.65	11.70
	"Stanly County, NC"	"37167"	22.07	11.14
	"Stokes County, NC"	"37169"	19.88	9.98
	"Surry County, NC"	"37171"	19.03	9.37
	"Swain County, NC"	"37173"	16.44	7.06
	"Transylvania County, NC"	"37175"	16.97	7.87
	"Tyrrell County, NC"	"37177"	21.18	12.88
	"Union County, NC"	"37179"	22.15	11.34
	"Vance County, NC"	"37181"	21.23	10.04
	"Wake County, NC"	"37183"	21.74	10.64
	"Warren County, NC"	"37185"	21.20	10.20
	"Washington County, NC"	"37187"	21.85	10.92
	"Watauga County, NC"	"37189"	14.59	6.06
	"Wayne County, NC"	"37191"	22.22	10.87
	"Wilkes County, NC"	"37193"	18.91	9.42
	"Wilson County, NC"	"37195"	21.94	10.73
	"Yadkin County, NC"	"37197"	20.35	10.23
	"Yancey County, NC"	"37199"	15.44	6.52
	"Adams County, ND"	"38001"	12.77	1.79
	"Barnes County, ND"	"38003"	10.85	0.81
	"Benson County, ND"	"38005"	9.96	-0.09
	"Billings County, ND"	"38007"	12.16	1.87
	"Bottineau County, ND"	"38009"	9.59	-0.48
	"Bowman County, ND"	"38011"	12.90	2.35
	"Burke County, ND"	"38013"	9.57	-0.20
	"Burleigh County, ND"	"38015"	11.39	0.61
	"Cass County, ND"	"38017"	11.08	0.91
	"Cavalier County, ND"	"38019"	8.86	-0.51
	"Dickey County, ND"	"38021"	11.70	1.50
	"Divide County, ND"	"38023"	10.33	0.48
	"Dunn County, ND"	"38025"	11.91	1.32
	"Eddy County, ND"	"38027"	10.15	0.11
	"Emmons County, ND"	"38029"	12.20	1.34
	"Foster County, ND"	"38031"	10.36	0.28
	"Golden Valley County, ND"	"38033"	12.25	2.16
	"Grand Forks County, ND"	"38035"	10.35	0.53
	"Grant County, ND"	"38037"	12.62	1.59
	"Griggs County, ND"	"38039"	10.33	0.40
	"Hettinger County, ND"	"38041"	12.56	1.94
	"Kidder County, ND"	"38043"	11.00	0.55
	"LaMoure County, ND"	"38045"	11.40	1.21
	"Logan County, ND"	"38047"	11.22	0.83
	"McHenry County, ND"	"38049"	10.31	-0.06
	"McIntosh County, ND"	"38051"	11.48	1.03
	"McKenzie County, ND"	"38053"	11.51	1.21
	"McLean County, ND"	"38055"	10.93	0.30
	"Mercer County, ND"	"38057"	11.72	0.86
	"Morton County, ND"	"38059"	12.17	1.16
	"Mountrail County, ND"	"38061"	10.40	0.33
	"Nelson County, ND"	"38063"	9.78	0.12
	"Oliver County, ND"	"38065"	11.46	0.47
	"Pembina County, ND"	"38067"	9.70	0.12
	"Pierce County, ND"	"38069"	9.96	-0.22
	"Ramsey County, ND"	"38071"	9.67	-0.13
	"Ransom County, ND"	"38073"	11.39	1.30
	"Renville County, ND"	"38075"	9.65	-0.32
	"Richland County, ND"	"38077"	11.72	1.49
	"Rolette County, ND"	"38079"	8.87	-0.50
	"Sargent County, ND"	"38081"	11.69	1.53
	"Sheridan County, ND"	"38083"	10.49	0.37
	"Sioux County, ND"	"38085"	12.80	1.69
	"Slope County, ND"	"38087"	12.60	2.23
	"Stark County, ND"	"38089"	12.31	1.65
	"Steele County, ND"	"38091"	10.45	0.75
	"Stutsman County, ND"	"38093"	10.81	0.69
	"Towner County, ND"	"38095"	9.18	-0.52
	"Traill County, ND"	"38097"	10.85	0.73
	"Walsh County, ND"	"38099"	9.73	-0.15
	"Ward County, ND"	"38101"	10.02	-0.15
	"Wells County, ND"	"38103"	10.38	0.29
	"Williams County, ND"	"38105"	10.75	0.62
	"Adams County, OH"	"39001"	17.27	7.65
	"Allen County, OH"	"39003"	15.77	6.56
	"Ashland County, OH"	"39005"	14.82	5.78
	"Ashtabula County, OH"	"39007"	13.90	6.12
	"Athens County, OH"	"39009"	17.01	7.42
	"Auglaize County, OH"	"39011"	15.78	6.52
	"Belmont County, OH"	"39013"	15.56	6.62
	"Brown County, OH"	"39015"	17.04	7.48
	"Butler County, OH"	"39017"	17.06	7.32
	"Carroll County, OH"	"39019"	14.95	5.84
	"Champaign County, OH"	"39021"	15.71	6.74
	"Clark County, OH"	"39023"	15.98	7.00
	"Clermont County, OH"	"39025"	17.20	7.66
	"Clinton County, OH"	"39027"	16.55	6.88
	"Columbiana County, OH"	"39029"	14.80	5.46
	"Coshocton County, OH"	"39031"	15.80	5.98
	"Crawford County, OH"	"39033"	15.16	6.21
	"Cuyahoga County, OH"	"39035"	14.36	6.54
	"Darke County, OH"	"39037"	16.04	6.74
	"Defiance County, OH"	"39039"	15.47	6.13
	"Delaware County, OH"	"39041"	15.88	6.83
	"Erie County, OH"	"39043"	14.09	8.06
	"Fairfield County, OH"	"39045"	16.35	6.73
	"Fayette County, OH"	"39047"	16.45	6.86
	"Franklin County, OH"	"39049"	16.45	7.10
	"Fulton County, OH"	"39051"	14.96	5.83
	"Gallia County, OH"	"39053"	17.82	8.02
	"Geauga County, OH"	"39055"	13.77	5.62
	"Greene County, OH"	"39057"	16.44	6.87
	"Guernsey County, OH"	"39059"	15.97	6.42
	"Hamilton County, OH"	"39061"	17.37	7.73
	"Hancock County, OH"	"39063"	15.57	6.46
	"Hardin County, OH"	"39065"	15.57	6.61
	"Harrison County, OH"	"39067"	15.38	6.29
	"Henry County, OH"	"39069"	15.42	6.14
	"Highland County, OH"	"39071"	16.76	7.14
	"Hocking County, OH"	"39073"	16.55	7.01
	"Holmes County, OH"	"39075"	15.28	5.68
	"Huron County, OH"	"39077"	14.74	6.40
	"Jackson County, OH"	"39079"	17.31	7.72
	"Jefferson County, OH"	"39081"	15.22	6.09
	"Knox County, OH"	"39083"	15.43	6.03
	"Lake County, OH"	"39085"	13.64	7.00
	"Lawrence County, OH"	"39087"	17.96	8.14
	"Licking County, OH"	"39089"	15.87	6.29
	"Logan County, OH"	"39091"	15.55	6.60
	"Lorain County, OH"	"39093"	14.52	6.90
	"Lucas County, OH"	"39095"	15.00	5.87
	"Madison County, OH"	"39097"	16.15	7.03
	"Mahoning County, OH"	"39099"	14.70	5.47
	"Marion County, OH"	"39101"	15.59	6.40
	"Medina County, OH"	"39103"	14.73	5.88
	"Meigs County, OH"	"39105"	17.43	7.78
	"Mercer County, OH"	"39107"	15.95	6.56
	"Miami County, OH"	"39109"	16.21	7.16
	"Monroe County, OH"	"39111"	15.94	6.92
	"Montgomery County, OH"	"39113"	16.64	6.95
	"Morgan County, OH"	"39115"	16.42	6.80
	"Morrow County, OH"	"39117"	15.13	5.99
	"Muskingum County, OH"	"39119"	16.20	6.50
	"Noble County, OH"	"39121"	16.17	6.71
	"Ottawa County, OH"	"39123"	14.72	6.86
	"Paulding County, OH"	"39125"	15.59	6.18
	"Perry County, OH"	"39127"	16.33	6.70
	"Pickaway County, OH"	"39129"	16.87	7.22
	"Pike County, OH"	"39131"	17.05	7.47
	"Portage County, OH"	"39133"	14.46	5.59
	"Preble County, OH"	"39135"	16.35	7.00
	"Putnam County, OH"	"39137"	15.75	6.42
	"Richland County, OH"	"39139"	14.72	5.80
	"Ross County, OH"	"39141"	16.91	7.32
	"Sandusky County, OH"	"39143"	15.02	6.70
	"Scioto County, OH"	"39145"	17.46	7.78
	"Seneca County, OH"	"39147"	15.18	6.37
	"Shelby County, OH"	"39149"	15.83	6.52
	"Stark County, OH"	"39151"	14.87	5.63
	"Summit County, OH"	"39153"	14.70	5.79
	"Trumbull County, OH"	"39155"	14.63	5.64
	"Tuscarawas County, OH"	"39157"	15.36	5.95
	"Union County, OH"	"39159"	15.91	6.91
	"Van Wert County, OH"	"39161"	15.81	6.48
	"Vinton County, OH"	"39163"	16.94	7.45
	"Warren County, OH"	"39165"	16.91	7.23
	"Washington County, OH"	"39167"	16.88	7.34
	"Wayne County, OH"	"39169"	14.95	5.80
	"Williams County, OH"	"39171"	14.83	5.70
	"Wood County, OH"	"39173"	15.29	6.17
	"Wyandot County, OH"	"39175"	15.56	6.44
	"Adair County, OK"	"40001"	21.26	10.59
	"Alfalfa County, OK"	"40003"	22.76	9.37
	"Atoka County, OK"	"40005"	24.69	11.74
	"Beaver County, OK"	"40007"	22.68	8.98
	"Beckham County, OK"	"40009"	24.09	10.92
	"Blaine County, OK"	"40011"	23.36	10.29
	"Bryan County, OK"	"40013"	25.37	12.17
	"Caddo County, OK"	"40015"	24.10	10.51
	"Canadian County, OK"	"40017"	23.49	10.58
	"Carter County, OK"	"40019"	25.11	11.83
	"Cherokee County, OK"	"40021"	21.89	10.62
	"Choctaw County, OK"	"40023"	25.20	12.16
	"Cimarron County, OK"	"40025"	21.73	8.54
	"Cleveland County, OK"	"40027"	23.65	11.26
	"Coal County, OK"	"40029"	24.73	11.55
	"Comanche County, OK"	"40031"	24.81	11.48
	"Cotton County, OK"	"40033"	25.85	11.61
	"Craig County, OK"	"40035"	21.07	9.68
	"Creek County, OK"	"40037"	22.85	10.75
	"Custer County, OK"	"40039"	23.48	10.23
	"Delaware County, OK"	"40041"	21.10	9.82
	"Dewey County, OK"	"40043"	22.89	10.00
	"Ellis County, OK"	"40045"	22.82	9.41
	"Garfield County, OK"	"40047"	22.88	10.07
	"Garvin County, OK"	"40049"	24.46	11.63
	"Grady County, OK"	"40051"	24.15	11.04
	"Grant County, OK"	"40053"	22.47	9.67
	"Greer County, OK"	"40055"	24.94	11.19
	"Harmon County, OK"	"40057"	25.26	11.35
	"Harper County, OK"	"40059"	22.89	9.26
	"Haskell County, OK"	"40061"	23.54	10.83
	"Hughes County, OK"	"40063"	23.78	11.23
	"Jackson County, OK"	"40065"	25.68	11.49
	"Jefferson County, OK"	"40067"	25.81	12.09
	"Johnston County, OK"	"40069"	24.89	11.42
	"Kay County, OK"	"40071"	21.94	9.82
	"Kingfisher County, OK"	"40073"	23.53	10.63
	"Kiowa County, OK"	"40075"	24.58	11.33
	"Latimer County, OK"	"40077"	23.34	11.22
	"Le Flore County, OK"	"40079"	23.12	11.45
	"Lincoln County, OK"	"40081"	23.28	10.86
	"Logan County, OK"	"40083"	23.40	10.45
	"Love County, OK"	"40085"	25.56	12.29
	"McClain County, OK"	"40087"	24.03	11.34
	"McCurtain County, OK"	"40089"	24.32	11.83
	"McIntosh County, OK"	"40091"	23.48	10.88
	"Major County, OK"	"40093"	23.06	9.92
	"Marshall County, OK"	"40095"	25.39	11.50
	"Mayes County, OK"	"40097"	21.80	10.22
	"Murray County, OK"	"40099"	24.47	11.65
	"Muskogee County, OK"	"40101"	23.08	10.59
	"Noble County, OK"	"40103"	22.67	10.22
	"Nowata County, OK"	"40105"	21.35	9.80
	"Okfuskee County, OK"	"40107"	23.28	11.14
	"Oklahoma County, OK"	"40109"	23.49	10.91
	"Okmulgee County, OK"	"40111"	23.05	10.70
	"Osage County, OK"	"40113"	21.92	9.70
	"Ottawa County, OK"	"40115"	20.92	9.48
	"Pawnee County, OK"	"40117"	22.62	10.08
	"Payne County, OK"	"40119"	23.10	10.18
	"Pittsburg County, OK"	"40121"	23.82	11.45
	"Pontotoc County, OK"	"40123"	23.97	11.60
	"Pottawatomie County, OK"	"40125"	23.60	11.22
	"Pushmataha County, OK"	"40127"	24.02	12.00
	"Roger Mills County, OK"	"40129"	23.44	9.65
	"Rogers County, OK"	"40131"	21.98	9.71
	"Seminole County, OK"	"40133"	23.71	10.97
	"Sequoyah County, OK"	"40135"	22.75	11.23
	"Stephens County, OK"	"40137"	25.08	11.75
	"Texas County, OK"	"40139"	22.67	8.65
	"Tillman County, OK"	"40141"	25.83	11.58
	"Tulsa County, OK"	"40143"	22.50	10.07
	"Wagoner County, OK"	"40145"	22.68	10.41
	"Washington County, OK"	"40147"	21.80	9.85
	"Washita County, OK"	"40149"	24.04	10.77
	"Woods County, OK"	"40151"	22.64	9.65
	"Woodward County, OK"	"40153"	22.71	9.46
	"Baker County, OR"	"41001"	11.87	2.92
	"Benton County, OR"	"41003"	15.05	5.98
	"Clackamas County, OR"	"41005"	12.75	4.49
	"Clatsop County, OR"	"41007"	13.14	5.59
	"Columbia County, OR"	"41009"	14.29	5.84
	"Coos County, OR"	"41011"	14.44	6.74
	"Crook County, OR"	"41013"	12.59	2.66
	"Curry County, OR"	"41015"	13.37	6.60
	"Deschutes County, OR"	"41017"	12.13	2.06
	"Douglas County, OR"	"41019"	14.71	4.97
	"Gilliam County, OR"	"41021"	15.37	6.39
	"Grant County, OR"	"41023"	11.49	1.91
	"Harney County, OR"	"41025"	12.51	3.44
	"Hood River County, OR"	"41027"	12.28	3.59
	"Jackson County, OR"	"41029"	14.91	3.57
	"Jefferson County, OR"	"41031"	13.52	4.25
	"Josephine County, OR"	"41033"	15.14	4.67
	"Klamath County, OR"	"41035"	12.37	1.98
	"Lake County, OR"	"41037"	12.44	2.69
	"Lane County, OR"	"41039"	13.86	4.55
	"Lincoln County, OR"	"41041"	12.95	7.59
	"Linn County, OR"	"41043"	13.90	4.97
	"Malheur County, OR"	"41045"	13.86	4.83
	"Marion County, OR"	"41047"	13.93	5.21
	"Morrow County, OR"	"41049"	15.06	6.05
	"Multnomah County, OR"	"41051"	14.94	6.34
	"Polk County, OR"	"41053"	14.86	6.21
	"Sherman County, OR"	"41055"	15.50	6.14
	"Tillamook County, OR"	"41057"	12.41	6.59
	"Umatilla County, OR"	"41059"	14.55	5.47
	"Union County, OR"	"41061"	11.80	2.54
	"Wallowa County, OR"	"41063"	11.25	2.36
	"Wasco County, OR"	"41065"	14.23	5.00
	"Washington County, OR"	"41067"	14.44	5.90
	"Wheeler County, OR"	"41069"	12.77	3.37
	"Yamhill County, OR"	"41071"	14.77	6.04
	"Adams County, PA"	"42001"	15.91	6.79
	"Allegheny County, PA"	"42003"	15.28	6.01
